id,typeName,articleId
2610,Heels,279
3902,Tshirts,90
50170,Heels,279
28642,Tshirts,90
7412,Kurtas,83
29950,Watches,66
44099,Perfume and Body Mist,162
17101,Wallets,65
41761,Tops,89
20272,Heels,279
15096,Kurtas,83
39403,Shirts,85
44133,Perfume and Body Mist,162
12753,Jeans,70
13841,Watches,66
58110,Earrings,187
25420,Casual Shoes,93
50520,Innerwear Vests,138
5585,Sports Shoes,95
2240,Tshirts,90
49701,Ties,63
34231,Tshirts,90
7042,Casual Shoes,93
28212,Sunglasses,51
1895,Sweatshirts,87
21930,Kurtas,83
10294,Formal Shoes,94
41331,Dupatta,134
17551,Shirts,85
21199,Belts,49
24661,Socks,61
39950,Flip Flops,127
38642,Tshirts,90
45372,Heels,279
50873,Sarees,563
51761,Heels,279
29053,Tshirts,90
54563,Tunics,91
6203,Tshirts,90
30788,Kurtas,83
40170,Sunglasses,51
17802,Tshirts,90
38212,Sunglasses,51
15995,Shirts,85
59701,Briefs,137
44830,Tshirts,90
31930,Clutches,45
51331,Rain Jacket,271
3451,Tshirts,90
4394,Tshirts,90
30622,Tshirts,90
6653,Casual Shoes,93
35420,Sports Shoes,95
48110,Shorts,72
7941,Tshirts,90
54133,Heels,279
16340,Shirts,85
40520,Watches,66
11485,Watches,66
29116,Socks,61
35135,Bangle,149
48405,Tshirts,90
14668,Shirts,85
40035,Shorts,72
17947,Track Pants,76
21526,Handbags,46
26719,Tshirts,90
39815,Sandals,92
24724,Tshirts,90
59214,Watches,66
25836,Kurtas,83
14392,Track Pants,76
13457,Shirts,85
45237,Watches,66
9549,Tshirts,90
4681,Backpacks,43
30337,Tshirts,90
50936,Innerwear Vests,138
51624,Watches,66
53619,Free Gifts,254
5993,Shirts,85
35565,Casual Shoes,93
37558,Shorts,72
6716,Tshirts,90
7804,Casual Shoes,93
29546,Tshirts,90
54076,Casual Shoes,93
5839,Tshirts,90
21176,Sports Shoes,95
16205,Tshirts,90
58956,Deodorant,97
38357,Tracksuits,77
9119,Sports Shoes,95
26349,Watches,66
44975,Free Gifts,254
46948,Perfume and Body Mist,162
59644,Sarees,563
24374,Kurtas,83
33848,Casual Shoes,93
31875,Dupatta,134
30767,Kurtas,83
1529,Tshirts,90
28707,Kurtas,83
55237,Foundation and Primer,239
36719,Tshirts,90
7557,Shorts,72
17044,Sandals,92
43619,Tops,89
15079,Tunics,91
11893,Sandals,92
20337,Sweatshirts,87
25135,Clutches,45
27108,Kurtas,83
8358,Tshirts,90
44426,Sandals,92
12246,Shirts,85
15583,Tshirts,90
2755,Tshirts,90
5090,Tshirts,90
19959,Sweaters,88
3847,Tshirts,90
50035,Bra,153
7107,Backpacks,43
36349,Ties,63
54975,Shirts,85
56948,Heels,279
34374,Tshirts,90
48956,Ring,229
28357,Sunglasses,51
20767,Flats,280
23848,Sports Shoes,95
17414,Sports Shoes,95
41274,Wallets,65
43249,Jeans,70
12616,Tshirts,90
44076,Perfume and Body Mist,162
8708,Sunglasses,51
39546,Flip Flops,127
11939,Sandals,92
25565,Sports Shoes,95
27558,Shirts,85
13904,Sandals,92
52458,Nightdress,201
50465,Briefs,137
2305,Tshirts,90
31176,Tops,89
49490,Casual Shoes,93
31658,Shirts,85
28183,Sunglasses,51
52376,Nightdress,201
27276,Kurtas,83
46765,Perfume and Body Mist,162
10105,Watches,66
44758,Casual Shoes,93
12138,Kurtas,83
39268,Casual Shoes,93
8026,Track Pants,76
43567,Backpacks,43
15307,Casual Shoes,93
39792,Trousers,78
22074,Kurtas,83
58281,Handbags,46
55149,Nail Polish,246
28479,Tshirts,90
57174,Tshirts,90
4906,Capris,68
5614,Sandals,92
36467,Casual Shoes,93
7629,Tshirts,90
6891,Jackets,82
53834,Kurtas,83
31208,Sports Shoes,95
33235,Shirts,85
7783,Track Pants,76
51809,Nightdress,201
46335,Sports Shoes,95
24909,Tshirts,90
26934,Dresses,79
17290,Sweaters,88
8476,Tops,89
39638,Sports Shoes,95
12568,Tshirts,90
27626,Shorts,72
16878,Sunglasses,51
14845,Wallets,65
20419,Handbags,46
15757,Innerwear Vests,138
43137,Perfume and Body Mist,162
12092,Kurtas,83
36037,Handbags,46
28029,Briefs,137
55519,Hair Colour,287
57524,Casual Shoes,93
32074,Boxers,139
19324,Sweatshirts,87
28880,Briefs,137
30049,Watches,66
53567,Free Gifts,254
10806,Shirts,85
26467,Tshirts,90
8925,Belts,49
9637,Shirts,85
38479,Tshirts,90
13729,Shirts,85
45149,Watches,66
11714,Shirts,85
47174,Sandals,92
38183,Sunglasses,51
22977,Sports Shoes,95
14516,Shirts,85
21658,Bra,153
23665,Jeans,70
56765,Shirts,85
49869,Watches,66
29268,Sports Shoes,95
6038,Tshirts,90
57877,Lip Care,237
4005,Flip Flops,127
53137,Flats,280
2978,Tshirts,90
18866,Track Pants,76
32424,Tshirts,90
6192,Tshirts,90
1657,Sports Shoes,95
13379,Casual Shoes,93
38029,Watches,66
9267,Shirts,85
47524,Briefs,137
11344,Jeans,70
12991,Sports Shoes,95
23235,Kurtas,83
13683,Sports Shoes,95
37626,Tshirts,90
6468,Casual Shoes,93
3390,Handbags,46
4455,Casual Shoes,93
56335,Watches,66
34909,Dupatta,134
36934,Perfume and Body Mist,162
42233,Tops,89
14453,Heels,279
22832,Casual Shoes,93
13396,Shirts,85
23720,Sunglasses,51
18889,Shirts,85
56620,Face Moisturisers,297
57932,Tshirts,90
4140,Casual Shoes,93
37333,Watches,66
3685,Tshirts,90
19261,Watches,66
6487,Formal Shoes,94
53422,Kurtas,83
26522,Casual Shoes,93
8860,Shirts,85
47031,Kurtas,83
11651,Watches,66
16194,Sweaters,88
9772,Track Pants,76
26488,Tshirts,90
59185,Sandals,92
43971,Perfume and Body Mist,162
14003,Tshirts,90
42663,Kurtas,83
38496,Tshirts,90
4510,Sports Shoes,95
37763,Shirts,85
56270,Bra,153
53588,Watches,66
29287,Shirts,85
18923,Shirts,85
53072,Clutches,45
49886,Watches,66
48794,Pendant,186
57898,Tops,89
32561,Jeans,70
19631,Tshirts,90
37299,Watches,66
42399,Tshirts,90
22998,Lounge Pants,175
26172,Flats,280
8499,Skirts,74
12587,Tshirts,90
15242,Casual Shoes,93
43422,Jeans,70
22131,Formal Shoes,94
57031,Tops,89
4843,Tshirts,90
36522,Handbags,46
2094,Shirts,85
5751,Tshirts,90
33720,Leggings,71
18470,Perfume and Body Mist,162
7296,Tshirts,90
32832,Heels,279
16897,Sunglasses,51
17785,Socks,61
8163,Shirts,85
10040,Tshirts,90
46620,Heels,279
14900,Wallets,65
58794,Shirts,85
22561,Handbags,46
27299,Kurtas,83
39287,Sandals,92
59886,Tops,89
43072,Caps,54
15612,Track Pants,76
5301,Backpacks,43
52399,Nightdress,201
28496,Track Pants,76
18020,Belts,49
33370,Handbags,46
26871,Tops,89
46270,Tops,89
10410,Tshirts,90
43588,Capris,68
27763,Wallets,65
48147,Wallets,65
35477,Formal Shoes,94
4639,Sports Shoes,95
6604,Tshirts,90
7916,Tshirts,90
29454,Watches,66
54164,Necklace and Chains,148
56159,Kajal and Eyeliner,269
40577,Kurtas,83
16317,Tshirts,90
11128,Track Pants,76
58844,Cufflinks,50
45775,Tops,89
13115,Casual Shoes,93
44867,Tshirts,90
59756,Shapewear,257
24266,Tshirts,90
51366,Jeans,70
31967,Sports Shoes,95
30675,Sunglasses,51
32648,Shorts,72
3406,Handbags,46
19518,Sweaters,88
54534,Sports Shoes,95
29004,Backpacks,43
56509,Lipstick,234
1591,Shorts,72
4269,Sports Shoes,95
35027,Stoles,62
48517,Tops,89
6254,Tshirts,90
11082,Shirts,85
16747,Clutches,45
40127,Dresses,79
17855,Briefs,137
15868,Sandals,92
21434,Shorts,72
39907,Sports Shoes,95
59306,Tshirts,90
11578,Kurtas,83
47318,Clutches,45
25924,Tshirts,90
27919,Trousers,78
13545,Flats,280
45325,Heels,279
38615,Tshirts,90
52819,Earrings,187
4793,Tshirts,90
19148,Tshirts,90
3056,Tshirts,90
32218,Kurtas,83
50824,Wallets,65
51736,Sunglasses,51
5881,Tshirts,90
7015,Tshirts,90
54867,Necklace and Chains,148
34266,Dupatta,134
49756,Ties,63
48844,Pendant,186
28245,Deodorant,97
20675,Casual Shoes,93
22648,Backpacks,43
17506,Tshirts,90
21967,Handbags,46
12704,Sports Shoes,95
44164,Perfume and Body Mist,162
39454,Kurtas,83
10739,Flip Flops,127
46159,Necklace and Chains,148
25477,Sports Shoes,95
58147,Socks,61
9908,Handbags,46
13816,Tshirts,90
50577,Trunk,307
18309,Tshirts,90
2217,Socks,61
33059,Shirts,85
31064,Dupatta,134
57318,Bra,153
37919,Tops,89
28615,Tshirts,90
55325,Hair Colour,287
7445,Tshirts,90
29907,Watches,66
49306,Socks,61
34636,Casual Shoes,93
5478,Sports Shoes,95
41736,Heels,279
17156,Shirts,85
10693,Tops,89
42819,Briefs,137
20225,Sweaters,88
11981,Sports Shoes,95
22218,Tshirts,90
58517,Tops,89
25027,Tshirts,90
44534,Sandals,92
12354,Shirts,85
46509,Watches,66
10369,Shirts,85
15491,Heels,279
33409,Wallets,65
2647,Handbags,46
18759,Shirts,85
5182,Tshirts,90
31434,Trousers,78
3955,Tops,89
15184,Sweaters,88
39511,Backpacks,43
12641,Tshirts,90
13953,Tshirts,90
58002,Dresses,79
25532,Shirts,85
50432,Backpacks,43
5497,Tshirts,90
31121,Tops,89
49613,Heels,279
34323,Tshirts,90
7150,Tops,89
28300,Sunglasses,51
55630,Heels,279
20730,Heels,279
10386,Watches,66
21822,Wallets,65
17443,Watches,66
25162,Handbags,46
58452,Watches,66
21988,Handbags,46
12211,Tshirts,90
39141,Kurta Sets,543
31571,Trousers,78
54888,Necklace and Chains,148
2702,Shirts,85
3810,Tshirts,90
50598,Briefs,137
55260,Kajal and Eyeliner,269
28750,Kurtas,83
34773,Handbags,46
7500,Tshirts,90
17013,Flats,280
41673,Heels,279
25498,Flip Flops,127
20360,Tshirts,90
13050,Shirts,85
45630,Briefs,137
38300,Wallets,65
58901,Ties,63
24323,Backpacks,43
15887,Sandals,92
59613,Sarees,563
44922,Shorts,72
31822,Watches,66
3543,Tshirts,90
4286,Casual Shoes,93
30730,Salwar,255
6741,Sports Shoes,95
35532,Casual Shoes,93
7853,Backpacks,43
29511,Watches,66
21121,Shirts,85
16252,Stockings,145
40432,Skirts,74
11597,Kurtas,83
59243,Watches,66
24773,Track Pants,76
40598,Kurtis,84
38750,Backpacks,43
45260,Watches,66
13400,Shirts,85
25861,Laptop Bag,158
50961,Jeans,70
51673,Sunglasses,51
31988,Socks,61
51389,Boxers,139
6311,Tops,89
48452,Tshirts,90
35162,Sandals,92
40062,Caps,54
16602,Shirts,85
24289,Sweatshirts,87
21571,Casual Shoes,93
44888,Tshirts,90
17910,Sweatshirts,87
23058,Tshirts,90
16316,Tshirts,90
40576,Kurtas,83
6605,Tshirts,90
48146,Wallets,65
4638,Sports Shoes,95
35476,Formal Shoes,94
56158,Kajal and Eyeliner,269
7917,Tshirts,90
29455,Free Gifts,254
54165,Necklace and Chains,148
31966,Casual Shoes,93
51367,Jeans,70
32649,Shorts,72
19519,Sweaters,88
30674,Sunglasses,51
13114,Casual Shoes,93
45774,Deodorant,97
11129,Track Pants,76
58845,Cufflinks,50
59757,Heels,279
24267,Shirts,85
44866,Tshirts,90
40126,Shorts,72
16746,Clutches,45
11083,Shirts,85
15869,Sandals,92
21435,Backpacks,43
17854,Briefs,137
56508,Lipstick,234
54535,Sports Shoes,95
6255,Tshirts,90
1590,Sports Shoes,95
35026,Stoles,62
4268,Sports Shoes,95
48516,Tops,89
19149,Tshirts,90
32219,Kurtas,83
3057,Tshirts,90
50825,Wallets,65
52818,Earrings,187
4792,Tshirts,90
51737,Sunglasses,51
24637,Sports Shoes,95
39906,Sports Shoes,95
27918,Trousers,78
45324,Heels,279
13544,Flats,280
38614,Tshirts,90
47319,Clutches,45
11579,Kurtas,83
14281,Casual Shoes,93
25925,Tshirts,90
22649,Backpacks,43
20674,Casual Shoes,93
21966,Handbags,46
17507,Tshirts,90
34267,Dupatta,134
49757,Leggings,71
54866,Necklace and Chains,148
28244,Deodorant,97
57749,Foundation and Primer,239
48845,Pendant,186
50576,Trunk,307
31065,Dupatta,134
18308,Tshirts,90
33058,Shirts,85
2216,Socks,61
46158,Necklace and Chains,148
10738,Watches,66
44165,Perfume and Body Mist,162
12705,Sports Shoes,95
39455,Kurtas,83
9909,Backpacks,43
25476,Casual Shoes,93
58146,Backpacks,43
10692,Tshirts,90
17157,Shirts,85
41737,Heels,279
22219,Tshirts,90
42818,Briefs,137
20224,Sweaters,88
11980,Sandals,92
37918,Tops,89
28614,Sports Shoes,95
55324,Hair Colour,287
57319,Bra,153
35925,Clutches,45
49307,Socks,61
5479,Sports Shoes,95
34637,Sports Shoes,95
29906,Watches,66
5183,Tshirts,90
31435,Trousers,78
33408,Wallets,65
18758,Dresses,79
3954,Tshirts,90
58516,Tops,89
25026,Tshirts,90
46508,Watches,66
15490,Heels,279
39005,Tops,89
44535,Sandals,92
50433,Innerwear Vests,138
2353,Sports Shoes,95
5496,Tshirts,90
31120,Tops,89
39510,Backpacks,43
12640,Tshirts,90
44020,Perfume and Body Mist,162
15185,Sweaters,88
58003,Dresses,79
25533,Shirts,85
13952,Tops,89
20731,Heels,279
17442,Watches,66
41222,Flip Flops,127
10387,Watches,66
7151,Shirts,85
54923,Capris,68
49612,Heels,279
34322,Tshirts,90
1986,Tshirts,90
48900,Pendant,186
28301,Sunglasses,51
55631,Heels,279
54889,Sweatshirts,87
2703,Tops,89
34288,Dupatta,134
31570,Trousers,78
3811,Tshirts,90
25163,Handbags,46
58453,Watches,66
41388,Shirts,85
44470,Flats,280
12210,Tshirts,90
39140,Kurta Sets,543
21989,Handbags,46
41672,Heels,279
17012,Flats,280
20361,Tshirts,90
40960,Tshirts,90
50599,Briefs,137
55261,Kajal and Eyeliner,269
28751,Kurtas,83
7501,Tshirts,90
34772,Handbags,46
49242,Caps,54
51222,Kurtis,84
31823,Watches,66
30731,Salwar,255
3542,Shorts,72
58900,Ties,63
14794,Handbags,46
45631,Briefs,137
13051,Shirts,85
38301,Wallets,65
44923,Jeans,70
15886,Casual Shoes,93
59612,Sarees,563
21120,Sweaters,88
11596,Kurtas,83
40433,Skirts,74
16253,Stockings,145
35533,Casual Shoes,93
6740,Sports Shoes,95
7852,Backpacks,43
54020,Handbags,46
29510,Watches,66
50960,Jeans,70
51672,Sunglasses,51
39843,Tshirts,90
59242,Watches,66
24772,Cufflinks,50
25860,Laptop Bag,158
40599,Kurtis,84
38751,Backpacks,43
13401,Shirts,85
45261,Watches,66
16603,Shirts,85
40063,Caps,54
44889,Tshirts,90
17911,Jackets,82
24288,Sweatshirts,87
21570,Casual Shoes,93
51388,Boxers,139
29140,Sunglasses,51
31989,Socks,61
48453,Tshirts,90
6310,Flip Flops,127
27277,Kurtas,83
12139,Kurtas,83
44759,Sports Shoes,95
39269,Casual Shoes,93
10104,Sports Shoes,95
46764,Perfume and Body Mist,162
18534,Watches,66
49491,Casual Shoes,93
52377,Nightdress,201
28182,Sunglasses,51
57175,Tops,89
4907,Tops,89
55148,Nail Polish,246
28478,Tunics,91
36466,Casual Shoes,93
5615,Sandals,92
39793,Trousers,78
15306,Sports Shoes,95
43566,Backpacks,43
58280,Handbags,46
20048,Caps,54
22075,Kurtas,83
26935,Dresses,79
17291,Trousers,78
39639,Casual Shoes,93
8477,Jackets,82
44309,Shorts,72
12569,Tshirts,90
46334,Sports Shoes,95
24908,Tshirts,90
6890,Tops,89
33234,Shirts,85
18164,Clutches,45
7782,Track Pants,76
51808,Nightdress,201
53835,Kurtas,83
31209,Sports Shoes,95
36036,Handbags,46
7278,Tshirts,90
2580,Capris,68
57525,Casual Shoes,93
28028,Briefs,137
55518,Hair Colour,287
14844,Wallets,65
16879,Sunglasses,51
12093,Kurtas,83
15756,Innerwear Vests,138
26466,Tshirts,90
8924,Belts,49
10807,Shirts,85
47175,Sandals,92
38478,Shirts,85
9636,Shirts,85
45148,Watches,66
13728,Shirts,85
30048,Watches,66
32075,Briefs,137
19325,Sweatshirts,87
28881,Briefs,137
53566,Free Gifts,254
29269,Backpacks,43
49868,Watches,66
57876,Face Wash and Cleanser,295
4004,Flip Flops,127
6039,Tshirts,90
14517,Shirts,85
38182,Sunglasses,51
22976,Sports Shoes,95
21659,Bra,153
11345,Jeans,70
47525,Briefs,137
13378,Casual Shoes,93
9266,Shirts,85
38028,Watches,66
2979,Tshirts,90
18867,Shorts,72
53136,Heels,279
1656,Caps,54
32425,Tshirts,90
4454,Casual Shoes,93
6469,Casual Shoes,93
37627,Tshirts,90
3391,Handbags,46
36935,Perfume and Body Mist,162
29639,Shirts,85
34908,Dupatta,134
12990,Sports Shoes,95
23234,Kurtas,83
43835,Earrings,187
14147,Cufflinks,50
42727,Flats,280
13682,Sports Shoes,95
2996,Tshirts,90
18888,Shirts,85
37332,Watches,66
3684,Tshirts,90
57933,Tshirts,90
4141,Casual Shoes,93
22833,Casual Shoes,93
13397,Shirts,85
9289,Tshirts,90
14452,Heels,279
42232,Tops,89
23721,Sunglasses,51
26523,Casual Shoes,93
8861,Shirts,85
16195,Sweaters,88
9773,Shorts,72
11650,Watches,66
47030,Kurtas,83
19260,Watches,66
6486,Casual Shoes,93
53423,Kurtas,83
4511,Sports Shoes,95
56271,Bra,153
53589,Watches,66
43970,Perfume and Body Mist,162
26489,Tshirts,90
38497,Tshirts,90
42662,Kurtas,83
14002,Tshirts,90
9323,Sports Shoes,95
22999,Lounge Pants,175
11200,Watches,66
42398,Tshirts,90
26173,Flats,280
53073,Clutches,45
49887,Watches,66
29286,Shirts,85
18922,Shirts,85
32560,Jeans,70
19630,Tshirts,90
37298,Watches,66
48795,Pendant,186
57899,Leggings,71
57030,Tops,89
4842,Tshirts,90
5750,Tops,89
36523,Handbags,46
2095,Shirts,85
15243,Casual Shoes,93
8498,Skirts,74
12586,Tshirts,90
22130,Formal Shoes,94
16896,Sunglasses,51
46621,Heels,279
10041,Tshirts,90
17784,Ties,63
8162,Shirts,85
33721,Leggings,71
18471,Perfume and Body Mist,162
7297,Tshirts,90
32833,Heels,279
5300,Backpacks,43
36173,Tshirts,90
52398,Nightdress,201
22560,Deodorant,97
27298,Kurtas,83
14901,Wallets,65
58795,Shirts,85
59887,Tops,89
15613,Shorts,72
43073,Caps,54
39286,Sandals,92
10411,Tshirts,90
46271,Dresses,79
43589,Capris,68
26870,Tshirts,90
8532,Sports Shoes,95
27762,Wallets,65
28497,Shorts,72
18021,Belts,49
33371,Wallets,65
2611,Heels,279
31462,Tshirts,90
3903,Tshirts,90
50171,Heels,279
20789,Sweaters,88
25071,Accessory Gift Set,185
58541,Sunglasses,51
44562,Sandals,92
44098,Perfume and Body Mist,162
41760,Tops,89
17100,Wallets,65
55373,Nail Polish,246
28643,Tshirts,90
7413,Kurtas,83
29951,Watches,66
50521,Innerwear Vests,138
2241,Tshirts,90
5584,Sports Shoes,95
31032,Trousers,78
12752,Jeans,70
44132,Perfume and Body Mist,162
15097,Kurtas,83
58111,Earrings,187
25421,Sports Shoes,95
13840,Watches,66
20623,Handbags,46
17550,Shirts,85
41330,Dupatta,134
21931,Kurtas,83
10295,Casual Shoes,93
7043,Casual Shoes,93
54831,Handbags,46
49700,Ties,63
34230,Tshirts,90
48812,Pendant,186
28213,Deodorant,97
50872,Sarees,563
51760,Heels,279
39951,Flip Flops,127
21198,Duffel Bag,120
24660,Socks,61
25972,Dresses,79
38643,Tshirts,90
13513,Tshirts,90
45373,Heels,279
40171,Sunglasses,51
17803,Tshirts,90
29052,Tshirts,90
54562,Tunics,91
30789,Kurtas,83
48541,Belts,49
6202,Tshirts,90
51330,Travel Accessory,167
31931,Clutches,45
3450,Caps,54
14686,Tshirts,90
45723,Kurtas,83
13143,Heels,279
38213,Sunglasses,51
44831,Tshirts,90
15994,Shirts,85
59700,Bra,153
11484,Watches,66
40521,Watches,66
16341,Shirts,85
35421,Sports Shoes,95
48111,Shorts,72
6652,Casual Shoes,93
7940,Capris,68
54132,Heels,279
29402,Trousers,78
40034,Track Pants,76
14669,Shirts,85
11191,Watches,66
21527,Handbags,46
17946,Track Pants,76
29117,Socks,61
6347,Casual Shoes,93
35134,Bracelet,205
48404,Tshirts,90
50937,Innerwear Vests,138
4680,Backpacks,43
30336,Tshirts,90
53618,Free Gifts,254
5992,Shirts,85
51625,Watches,66
24725,Backpacks,43
59215,Watches,66
26718,Tshirts,90
39814,Sandals,92
45236,Watches,66
13456,Tops,89
9548,Tshirts,90
25837,Kurtas,83
21177,Flip Flops,127
16204,Tshirts,90
40464,Sports Shoes,95
6717,Tshirts,90
37559,Shorts,72
35564,Casual Shoes,93
5838,Tshirts,90
7805,Casual Shoes,93
29547,Tshirts,90
54077,Flip Flops,127
53248,Trousers,78
31874,Dupatta,134
33849,Casual Shoes,93
3515,Tshirts,90
1528,Jackets,82
30766,Kurtas,83
9118,Sports Shoes,95
46949,Perfume and Body Mist,162
59645,Sarees,563
24375,Kurtas,83
26348,Watches,66
44974,Watches,66
15078,Kurtis,84
43618,Tops,89
17045,Sandals,92
41625,Trousers,78
11892,Formal Shoes,94
20336,Tshirts,90
28706,Kurtas,83
55236,Foundation and Primer,239
7556,Tshirts,90
36718,Tshirts,90
5091,Tshirts,90
19958,Sweaters,88
3846,Tshirts,90
50034,Lounge Pants,175
27109,Kurtas,83
8359,Tshirts,90
39117,Leggings,71
12247,Shirts,85
44427,Formal Shoes,94
20766,Heels,279
23849,Casual Shoes,93
41275,Wallets,65
17415,Sports Shoes,95
56949,Heels,279
34375,Tshirts,90
36348,Ties,63
7106,Backpacks,43
54974,Dresses,79
28356,Sunglasses,51
50464,Briefs,137
52459,Nightdress,201
31177,Tops,89
2304,Tshirts,90
12617,Casual Shoes,93
39547,Flip Flops,127
8709,Sunglasses,51
27559,Shirts,85
13905,Sports Shoes,95
11938,Sandals,92
25564,Sports Shoes,95
32188,Sports Shoes,95
4403,Tshirts,90
56363,Perfume and Body Mist,162
59096,Bra,153
43862,Earrings,187
23263,Watches,66
38585,Tshirts,90
14110,Sweatshirts,87
47088,Flip Flops,127
9231,Shirts,85
47572,Heels,279
11312,Trousers,78
23799,Flats,280
49995,Camisoles,141
56699,Kurtas,83
18830,Belts,49
32472,Socks,61
56733,Tshirts,90
37220,Shirts,85
19688,Shorts,72
3796,Tshirts,90
4053,Tshirts,90
13285,Shorts,72
22921,Watches,66
14540,Kurtis,84
42320,Sarees,563
10850,Tshirts,90
26431,Handbags,46
8973,Sports Shoes,95
16087,Sunglasses,51
9661,Shirts,85
11742,Tshirts,90
47122,Casual Shoes,93
19372,Formal Shoes,94
6594,Tops,89
53531,Briefs,137
5212,Tshirts,90
36061,Duffel Bag,120
57572,Lipstick,234
22472,Shirts,85
14813,Handbags,46
58687,Kurtas,83
59995,Dresses,79
15701,Sweaters,88
43161,Watches,66
46699,Perfume and Body Mist,162
39394,Tshirts,90
10503,Tshirts,90
8420,Tshirts,90
27670,Handbags,46
22188,Casual Shoes,93
28585,Watches,66
57088,Skirts,74
49096,Compact,300
18133,Innerwear Vests,138
33263,Tshirts,90
57122,Tops,89
4950,Shorts,72
36431,Casual Shoes,93
2187,Shorts,72
43531,Tops,89
15351,Capris,68
12494,Tops,89
27220,Tops,89
16984,Sandals,92
46733,Capris,68
10153,Formal Shoes,94
17696,Casual Shoes,93
33633,Handbags,46
7385,Formal Shoes,94
52320,Bangle,149
17383,Mufflers,59
26827,Trousers,78
10446,Tshirts,90
58238,Wallets,65
25708,Caps,54
38839,Dresses,79
52635,Handbags,46
6982,Track Pants,76
50608,Briefs,137
33326,Shirts,85
2168,Shirts,85
7690,Tshirts,90
53927,Handbags,46
2492,Tshirts,90
34119,Sandals,92
5357,Sports Shoes,95
57437,Tshirts,90
14956,Tshirts,90
22537,Sandals,92
12181,Shirts,85
17679,Heels,279
15644,Shorts,72
25358,Briefs,137
58668,Kurtas,83
27365,Tshirts,90
45959,Tops,89
8135,Watches,66
10016,Dresses,79
46676,Perfume and Body Mist,162
33776,Socks,61
49583,Heels,279
30859,Kurtas,83
32864,Backpacks,43
28090,Trunk,307
57067,Jackets,82
4815,Shorts,72
5707,Casual Shoes,93
34549,Belts,49
49079,Eyeshadow,243
17229,Sunglasses,51
41449,Casual Shoes,93
15214,Duffel Bag,120
43474,Casual Shoes,93
38993,Jeans,70
22167,Casual Shoes,93
11257,Tshirts,90
9374,Socks,61
26124,Shirts,85
24119,Flip Flops,127
18975,Tshirts,90
51019,Bra,153
53024,Sarees,563
19667,Tops,89
3779,Tshirts,90
32537,Perfume and Body Mist,162
4546,Sports Shoes,95
35708,Casual Shoes,93
48238,Tshirts,90
37735,Shirts,85
3283,Tshirts,90
36827,Kurtas,83
56226,Night suits,456
23326,Kurtas,83
12882,Sports Shoes,95
43927,Heels,279
14055,Shirts,85
42635,Bracelet,205
13790,Tshirts,90
16068,Trousers,78
40608,Kurtas,83
12928,Tshirts,90
59079,Briefs,137
24549,Tops,89
47067,Patiala,184
11607,Kurtas,83
48392,Trousers,78
32167,Socks,61
3329,Tshirts,90
28993,Tshirts,90
51449,Tops,89
53474,Bra,153
56676,Watches,66
57964,Sarees,563
35358,Heels,279
55959,Lipstick,234
42265,Jeans,70
20859,Sunglasses,51
22864,Casual Shoes,93
40258,Shirts,85
16438,Tshirts,90
23776,Sunglasses,51
59583,Cufflinks,50
7956,Shorts,72
54124,Heels,279
29414,Watches,66
56119,Lip Gloss,236
35437,Shorts,72
4679,Backpacks,43
48107,Tops,89
6644,Sports Shoes,95
11492,Heels,279
40537,Watches,66
16357,Shirts,85
21024,Shirts,85
15982,Shirts,85
59716,Nightdress,201
11168,Shirts,85
14690,Trousers,78
45735,Kurtas,83
13155,Tshirts,90
38205,Sunglasses,51
4383,Tshirts,90
30635,Tshirts,90
19558,Tshirts,90
32608,Wallets,65
3446,Tshirts,90
31927,Clutches,45
48557,Belts,49
4229,Tshirts,90
6214,Tshirts,90
29044,Tshirts,90
54574,Kurtas,83
56549,Lip Liner,235
17815,Sandals,92
15828,Innerwear Vests,138
40167,Sunglasses,51
11538,Kurtas,83
47358,Wallets,65
25964,Tunics,91
27959,Trunk,307
38655,Sports Shoes,95
13505,Tshirts,90
45365,Heels,279
39947,Casual Shoes,93
24676,Handbags,46
51776,Briefs,137
52859,Earrings,187
30265,Sunglasses,51
3016,Tshirts,90
19108,Tshirts,90
50864,Sarees,563
57708,Lip Liner,235
1882,Tshirts,90
48804,Pendant,186
28205,Sunglasses,51
7055,Tshirts,90
54827,Handbags,46
49716,Ties,63
5068,Watches,66
34226,Tshirts,90
17546,Shirts,85
21927,Kurtas,83
10283,Sandals,92
22608,Jackets,82
58107,Earrings,187
25437,Wallets,65
13856,Shirts,85
9948,Tshirts,90
39414,Shirts,85
12744,Laptop Bag,158
44124,Perfume and Body Mist,162
15081,Kurtis,84
2257,Tshirts,90
33019,Kurtas,83
31024,Shirts,85
7405,Casual Shoes,93
29947,Watches,66
5438,Tshirts,90
57358,Bra,153
37959,Sandals,92
55365,Nail Polish,246
28655,Sports Shoes,95
42859,Handbags,46
20265,Heels,279
22258,Heels,279
41776,Tops,89
17116,Clutches,45
46549,Watches,66
10329,Watches,66
25067,Accessory Gift Set,185
1928,Tshirts,90
3915,Tshirts,90
50167,Heels,279
18719,Tops,89
33449,Wallets,65
2607,Tshirts,90
31474,Trousers,78
13913,Sports Shoes,95
25572,Sports Shoes,95
58042,Earrings,187
41799,Tops,89
12601,Tshirts,90
39551,Wallets,65
31161,Blazers,80
2312,Tshirts,90
50472,Briefs,137
50188,Handbags,46
28340,Sunglasses,51
48941,Ring,229
34363,Tshirts,90
49653,Tops,89
